159,[0.49251956 0.52705455 0.5205093  0.50314665 0.5240814 ]
160,[0.49732065 0.5349682  0.5205922  0.50957865 0.5189922 ]
160,[0.48283505 0.90869147 0.46565825 0.7620413  0.53726   ]
160,ランダムで動きました
161,ランダムで動きました
161,ランダムで動きました
161,ランダムで動きました
165,ランダムで動きました
165,[0.49199054 0.5254784  0.5200724  0.50201    0.5228346 ]
168,[0.49648967 0.532999   0.52034646 0.50847656 0.51739067]
168,[0.61223537 0.93990237 0.37045035 0.78901315 0.5651155 ]
168,[0.49151582 0.5240006  0.5196955  0.50091016 0.5216449 ]
169,ランダムで動きました
169,[0.38374826 0.8786085  0.50284433 0.76207364 0.4650333 ]
169,ランダムで動きました
171,[0.49512583 0.53003216 0.5063626  0.5117361  0.5063903 ]
171,[0.5363222  0.8914761  0.56001806 0.7300966  0.4831577 ]
171,[0.49151582 0.5240006  0.5196955  0.50091016 0.5216449 ]
172,ランダムで動きました
172,ランダムで動きました
172,ランダムで動きました
173,ランダムで動きました
173,[0.49104097 0.52252334 0.5193483  0.49981672 0.5204749 ]
176,ランダムで動きました
176,ランダムで動きました
176,ランダムで動きました
177,[0.49491036 0.5292116  0.5201949  0.50632125 0.5145017 ]
177,[0.49057248 0.52103966 0.5190127  0.498718   0.5193052 ]
179,[0.49414876 0.5273414  0.52022034 0.50523627 0.5131284 ]
179,[0.2654624 0.825938  0.5401019 0.4326031 0.3174749]
179,ランダムで動きました
181,ランダムで動きました
181,ランダムで動きました
181,[0.49057248 0.52103966 0.5190127  0.498718   0.5193052 ]
182,[0.49414876 0.5273414  0.52022034 0.50523627 0.5131284 ]
182,ランダムで動きました
182,[0.49010834 0.5195522  0.51869506 0.49761438 0.51813877]
183,ランダムで動きました
183,[0.34841895 0.8071415  0.36073208 0.43542635 0.39022148]
183,ランダムで動きました
184,ランダムで動きました
184,ランダムで動きました
185,[0.49339193 0.525456   0.52025706 0.5041324  0.51174676]
185,[0.48330304 0.9062911  0.45178986 0.7358921  0.48583433]
185,ランダムで動きました
186,ランダムで動きました
186,ランダムで動きました
186,ランダムで動きました
189,[0.4924019  0.52484256 0.50595754 0.50890577 0.50180215]
189,[0.42046928 0.8655905  0.71037185 0.67171264 0.33108547]
189,[0.49420744 0.50718373 0.5086365  0.49694616 0.5071903 ]
190,[0.49172753 0.523529   0.50588864 0.5081758  0.5006554 ]
190,ランダムで動きました
192,[0.49188575 0.5216833  0.5203281  0.50190806 0.50894445]
192,[0.49392995 0.5063113  0.5084504  0.49630243 0.50650245]
194,[0.49172753 0.523529   0.50588864 0.5081758  0.5006554 ]
194,[0.54722303 0.9158507  0.34218875 0.7893626  0.5230664 ]
194,ランダムで動きました
195,[0.49188575 0.5216833  0.5203281  0.50190806 0.50894445]
195,[0.47136068 0.8708844  0.5127017  0.66085625 0.4213199 ]
195,[0.488727   0.515103   0.51779217 0.49431053 0.5146162 ]
198,[0.49122754 0.5198757  0.5203286  0.5007499  0.50747365]
198,[0.49366638 0.5054522  0.5083281  0.4956578  0.50586987]
199,ランダムで動きました
199,ランダムで動きました
199,[0.488727   0.515103   0.51779217 0.49431053 0.5146162 ]
200,ランダムで動きました
200,[0.40585077 0.86533165 0.46549433 0.74296606 0.4078768 ]
200,ランダムで動きました
202,ランダムで動きました
202,[0.38963827 0.8302714  0.56469965 0.5782237  0.4432201 ]
202,ランダムで動きました
203,ランダムで動きました
203,ランダムで動きました
203,ランダムで動きました
206,ランダムで動きました
206,ランダムで動きました
206,[0.49316254 0.50372106 0.5081174  0.49435166 0.5046331 ]
207,ランダムで動きました
207,ランダムで動きました
207,[0.49316254 0.50372106 0.5081174  0.49435166 0.5046331 ]
208,ランダムで動きました
208,[0.23886374 0.700983   0.4569531  0.30890384 0.3805348 ]
208,[0.49291345 0.5028416  0.5080141  0.4936852  0.5040078 ]
212,ランダムで動きました
212,[0.4874066 0.5105986 0.5169856 0.4908926 0.5111076]
215,ランダムで動きました
215,[0.4874066 0.5105986 0.5169856 0.4908926 0.5111076]
216,ランダムで動きました
216,ランダムで動きました
216,[0.49291345 0.5028416  0.5080141  0.4936852  0.5040078 ]
217,[0.48860893 0.5169726  0.5058997  0.5044084  0.4952472 ]
217,ランダムで動きました
217,ランダムで動きました
218,[0.48860893 0.5169726  0.5058997  0.5044084  0.4952472 ]
218,ランダムで動きました
220,[0.4889672  0.51312405 0.5204235  0.496042   0.5016166 ]
220,ランダムで動きました
223,[0.4889672  0.51312405 0.5204235  0.496042   0.5016166 ]
223,[0.27670577 0.78342915 0.8400069  0.61717117 0.12723505]
223,[0.4866049  0.50764984 0.5166536  0.48861638 0.50896823]
224,ランダムで動きました
224,ランダムで動きました
225,[0.48849273 0.5115583  0.5205787  0.4948591  0.5002452 ]
225,[0.2626496  0.6827965  0.46038628 0.28446156 0.43123734]
225,[0.4866049  0.50764984 0.5166536  0.48861638 0.50896823]
226,ランダムで動きました
226,[0.21926521 0.68412864 0.5194512  0.25806543 0.284804  ]
226,[0.4862181  0.5061807  0.51648474 0.4874696  0.50790316]
229,ランダムで動きました
229,ランダムで動きました
230,[0.48747793 0.5143536  0.5060834  0.5028643  0.49327663]
230,ランダムで動きました
230,ランダムで動きました
232,ランダムで動きました
232,[0.31822518 0.801924   0.7580447  0.55760473 0.20696896]
232,ランダムで動きました
233,ランダムで動きました
233,[0.4919633  0.49947295 0.5076406  0.49106166 0.501566  ]
235,[0.48693097 0.51302886 0.50617784 0.5020768  0.49228805]
235,[0.27087185 0.61236876 0.46558848 0.18516685 0.40982926]
235,ランダムで動きました
236,[0.4876255  0.5084614  0.5209345  0.49241704 0.4975465 ]
236,ランダムで動きました
236,[0.48545977 0.50322735 0.5161481  0.4851593  0.5057648 ]
237,[0.48717964 0.50687814 0.5210981  0.49116844 0.49618784]
237,[0.38310757 0.7136108  0.6904895  0.597985   0.1586969 ]
237,ランダムで動きました
240,[0.48717964 0.50687814 0.5210981  0.49116844 0.49618784]
240,ランダムで動きました
242,ランダムで動きました
242,[0.48505494 0.50180054 0.51602715 0.48403582 0.5047287 ]
243,ランダムで動きました
243,ランダムで動きました
245,[0.48582995 0.51037383 0.5063515  0.50050765 0.4903186 ]
245,ランダムで動きました
248,[0.48582995 0.51037383 0.5063515  0.50050765 0.4903186 ]
248,[0.3638962  0.8249169  0.5255658  0.61854565 0.30301738]
248,[0.48505494 0.50180054 0.51602715 0.48403582 0.5047287 ]
249,[0.4862473  0.5036983  0.52143157 0.48868725 0.49345595]
249,ランダムで動きました
249,ランダムで動きました
250,ランダムで動きました
250,[0.3437542  0.79075325 0.5147502  0.59413505 0.30546424]
250,[0.49126032 0.49703744 0.50738704 0.48913065 0.49959263]
253,[0.48530442 0.50907695 0.5064251  0.49971536 0.48931357]
253,ランダムで動きました
254,[0.48485252 0.50785315 0.50646806 0.49889222 0.48824975]
254,[0.261043   0.5677142  0.3722531  0.19496578 0.4836451 ]
254,[0.4842228  0.49900123 0.51579696 0.4818124  0.50253606]
255,[0.4857681  0.5021064  0.52159506 0.4874492  0.49207434]
255,[0.29503283 0.7186753  0.5968896  0.5071699  0.3524893 ]
255,[0.4842228  0.49900123 0.51579696 0.4818124  0.50253606]
257,[0.4857681  0.5021064  0.52159506 0.4874492  0.49207434]
257,[0.4842228  0.49900123 0.51579696 0.4818124  0.50253606]
258,[0.4852994  0.5005175  0.5217468  0.48621088 0.49069437]
258,[0.48380825 0.4976198  0.5156845  0.4807094  0.5013473 ]
260,[0.4852994  0.5005175  0.5217468  0.48621088 0.49069437]
260,[0.3374584  0.78803396 0.4420973  0.5724665  0.28569397]
260,[0.48380825 0.4976198  0.5156845  0.4807094  0.5013473 ]
261,ランダムで動きました
261,[0.40746084 0.6891591  0.5548905  0.7137767  0.22227173]
261,ランダムで動きました
263,ランダムで動きました
263,[0.34414902 0.78369635 0.52924716 0.5170974  0.27914447]
263,ランダムで動きました
264,[0.4839745  0.5054106  0.5065345  0.49724436 0.48613277]
264,[0.2947053  0.75357044 0.5381872  0.5026005  0.25045022]
264,[0.48339602 0.4962339  0.51557255 0.4796036  0.5001588 ]
265,ランダムで動きました
265,[0.26381752 0.5551261  0.4243027  0.19313273 0.40108812]
265,ランダムで動きました
269,ランダムで動きました
269,ランダムで動きました
269,[0.49030548 0.49375343 0.507068   0.48651227 0.49684778]
272,ランダムで動きました
272,[0.17702733 0.7766929  0.74088234 0.5264707  0.20176174]
272,[0.49030548 0.49375343 0.507068   0.48651227 0.49684778]
273,[0.48354265 0.5041937  0.5065716  0.4964196  0.48507866]
273,[0.2424785  0.7031284  0.63159305 0.42532593 0.28092393]
273,ランダムで動きました
274,ランダムで動きました
274,[0.2761461  0.6469626  0.3258871  0.21794234 0.5231338 ]
274,[0.48257217 0.4934578  0.5153558  0.47738168 0.49776238]
275,[0.48396075 0.4957754  0.5222091  0.48248556 0.48657024]
275,ランダムで動きました
277,ランダムで動きました
277,ランダムで動きました
277,ランダムで動きました
278,[0.4835132  0.49420065 0.5223661  0.48124772 0.4851878 ]
278,ランダムで動きました
279,[0.4835132  0.49420065 0.5223661  0.48124772 0.4851878 ]
279,[0.27653542 0.6512988  0.7777172  0.52276117 0.08628879]
279,ランダムで動きました
281,[0.4835132  0.49420065 0.5223661  0.48124772 0.4851878 ]
281,[0.4895923  0.4912854  0.50684303 0.48453784 0.4947537 ]
282,ランダムで動きました
282,ランダムで動きました
282,ランダムで動きました
284,ランダムで動きました
284,ランダムで動きました
284,ランダムで動きました
286,ランダムで動きました
286,ランダムで動きました
286,[0.48934862 0.49046758 0.50676835 0.48388314 0.4940569 ]
287,ランダムで動きました
287,[0.28000388 0.72076756 0.5907573  0.53792334 0.24176764]
287,[0.48133245 0.48931032 0.51504403 0.47406572 0.4941608 ]
290,[0.48265857 0.49113986 0.5223561  0.4786957  0.48258483]
290,ランダムで動きました
290,[0.48934862 0.49046758 0.50676835 0.48388314 0.4940569 ]
291,ランダムで動きました
291,ランダムで動きました
291,[0.4809235  0.487932   0.51493007 0.4729487  0.4929817 ]
294,[0.4822346  0.4896049  0.52229637 0.47738206 0.48132974]
294,[0.2727024  0.4504025  0.45113072 0.14345546 0.39844245]
294,ランダムで動きました
295,[0.4822346  0.4896049  0.52229637 0.47738206 0.48132974]
295,[0.48910645 0.4896523  0.5066887  0.48322415 0.49336338]
299,[0.48072594 0.49731147 0.5072279  0.49168798 0.47914752]
299,[0.2454849  0.5002983  0.38827384 0.1313236  0.43820378]
299,ランダムで動きました
300,[0.48072594 0.49731147 0.5072279  0.49168798 0.47914752]
300,[0.21114312 0.6619567  0.73851424 0.46704805 0.13029061]
300,ランダムで動きました
302,ランダムで動きました
302,ランダムで動きました
303,ランダムで動きました
303,ランダムで動きました
303,ランダムで動きました
307,ランダムで動きました
307,ランダムで動きました
308,ランダムで動きました
308,[0.48862475 0.48803568 0.5065195  0.48190814 0.49199584]
309,ランダムで動きました
309,[0.48837987 0.48723206 0.50642926 0.48125556 0.49131498]
310,ランダムで動きました
310,ランダムで動きました
312,ランダムで動きました
312,ランダムで動きました
312,[0.47970176 0.48384464 0.5145488  0.4696181  0.4895083 ]
314,[0.48095685 0.48505235 0.5220379  0.47348282 0.47768047]
314,ランダムで動きました
314,[0.4792854  0.48249578 0.5144175  0.4685152  0.4883508 ]
315,[0.48052078 0.48354042 0.52193767 0.47218615 0.47647634]
315,ランダムで動きました
315,[0.4792854  0.48249578 0.5144175  0.4685152  0.4883508 ]
316,[0.48052078 0.48354042 0.52193767 0.47218615 0.47647634]
316,ランダムで動きました
316,ランダムで動きました
318,ランダムで動きました
318,[0.4788727  0.48115334 0.5142791  0.46740568 0.48718983]
319,ランダムで動きました
0,[0.48862475 0.48803568 0.5065195  0.48190814 0.49199584]
319,ランダムで動きました
319,ランダムで動きました
320,ランダムで動きました
320,ランダムで動きました
322,ランダムで動きました
322,ランダムで動きました
322,[0.48011303 0.48520115 0.514683   0.47072095 0.49066195]
323,[0.4809621  0.4850685  0.5220275  0.4734827  0.47768232]
323,[0.25256526 0.76719284 0.52573067 0.74468625 0.08892693]
323,ランダムで動きました
324,[0.4809621  0.4850685  0.5220275  0.4734827  0.47768232]
324,ランダムで動きました
324,ランダムで動きました
326,ランダムで動きました
326,ランダムで動きました
326,ランダムで動きました
329,[0.4805237  0.48357677 0.5219271  0.47220093 0.47648272]
329,ランダムで動きました
329,[0.47929457 0.48252586 0.51441014 0.46852612 0.48836496]
330,ランダムで動きました
330,[0.47929457 0.48252586 0.51441014 0.46852612 0.48836496]
331,[0.4805237  0.48357677 0.5219271  0.47220093 0.47648272]
331,ランダムで動きました
333,ランダムで動きました
333,[0.25713813 0.67347825 0.53907406 0.40779662 0.22611208]
333,ランダムで動きました
335,[0.48005885 0.4820331  0.5218255  0.4709     0.47530907]
335,[0.39741272 0.71962893 0.4493276  0.7290635  0.18195128]
335,[0.48789573 0.48571    0.50621593 0.4800514  0.49000734]
337,[0.4787334  0.49346948 0.5079939  0.4890128  0.4760766 ]
337,[0.25786856 0.70278186 0.652428   0.4727112  0.27846894]
337,[0.48755148 0.48509365 0.5063153  0.47955424 0.4895334 ]
338,ランダムで動きました
338,ランダムで動きました
338,[0.47845566 0.4798652  0.5141349  0.46633348 0.48607093]
339,ランダムで動きました
339,[0.1671719  0.39681962 0.45032048 0.10686427 0.2578258 ]
339,[0.47845566 0.4798652  0.5141349  0.46633348 0.48607093]
341,[0.47949743 0.48035333 0.52171916 0.46954325 0.47414207]
341,ランダムで動きました
341,[0.47802007 0.4785511  0.51399636 0.46524978 0.48493817]
342,[0.47891533 0.4786672  0.52160126 0.46819696 0.4729967 ]
342,[0.241926   0.40617716 0.3877771  0.11631954 0.33171013]
342,ランダムで動きました
343,[0.47820592 0.49185675 0.50801885 0.48799813 0.47507644]
343,[0.3230133  0.79850197 0.46063346 0.6612311  0.24029486]
343,[0.47802007 0.4785511  0.51399636 0.46524978 0.48493817]
345,ランダムで動きました
345,ランダムで動きました
346,ランダムで動きました
346,[0.47757453 0.47724533 0.51385695 0.46417361 0.483808  ]
347,ランダムで動きました
347,ランダムで動きました
348,ランダムで動きました
348,[0.47757453 0.47724533 0.51385695 0.46417361 0.483808  ]
349,[0.47799644 0.47554138 0.5210065  0.4658433  0.47103724]
349,[0.34972197 0.68900293 0.52421916 0.67937934 0.17236933]
349,ランダムで動きました
350,[0.47799644 0.47554138 0.5210065  0.4658433  0.47103724]
350,ランダムで動きました
350,[0.47712252 0.4759534  0.51371795 0.46310735 0.482688  ]
353,[0.47799644 0.47554138 0.5210065  0.4658433  0.47103724]
353,[0.22343105 0.6446277  0.56401414 0.436892   0.20749156]
353,[0.47666067 0.47468153 0.51357645 0.462057   0.48157626]
354,ランダムで動きました
354,ランダムで動きました
354,[0.4869204  0.48326072 0.5061127  0.47801256 0.48828423]
356,ランダムで動きました
356,ランダムで動きました
356,ランダムで動きました
358,[0.47766545 0.47412065 0.52051896 0.46485204 0.47022468]
358,[0.23701963 0.45447773 0.3007413  0.12735254 0.3961644 ]
358,ランダムで動きました
360,ランダムで動きました
360,ランダムで動きました
361,[0.4769781  0.4886265  0.5079484  0.48601526 0.47299713]
361,[0.47617957 0.47343403 0.51343    0.46105754 0.48048276]
364,ランダムで動きました
364,[0.18875208 0.55748194 0.50373715 0.33378795 0.24396665]
364,[0.47569093 0.4722374  0.5132524  0.46013582 0.47941566]
